Cluster ID,Latitude,Longitude,Estimated?,Average Count,Average GDD
113,44.253674322,-89.243641098,False,2.9796703296703297,18.63460416047955
114,44.12970106125,-89.648452443125,False,4.024454711954713,17.419287098895268
115,44.5470283,-89.19996927,True,,
116,44.011446629999995,-89.13925977,True,,
117,43.20013739,-90.14071762166667,True,,
118,44.05378288,-89.65187438166667,False,2.9610479797979803,19.028851451241966
119,44.212226269090905,-89.51188110727273,False,4.059294871794875,16.9595802032002
120,44.492868865,-89.46201871,False,5.585664335664335,16.3962011257288
121,44.06520648,-89.4194067475,True,,
122,43.657800565,-89.51260923125,True,,
123,44.14843255272727,-89.55176933363636,False,4.242673992673994,17.514542675541232
124,44.027910948125,-89.585443694375,False,1.7940476190476198,20.41600479754878
125,43.27463680428571,-89.78961519142857,False,1.2641369047619075,17.5120463812447
126,43.169249946363635,-89.94644654545455,False,4.13541666666667,17.4471883529388
127,44.716425865,-89.434923735,False,4.28661616161616,16.587200352093465
128,44.19672473294118,-89.3968821382353,False,3.5713744588744585,16.73577871355057
129,43.970013836,-89.882648956,False,2.11584249084249,17.9472134877435
130,43.7380023875,-89.3475315325,False,0.4229166666666665,16.5791780981993
131,44.40546674714285,-89.62078764571427,False,5.666666666666665,17.37619346059005
132,44.263069947999995,-89.655812316,False,3.6499999999999972,16.4966224051993
133,43.992484381,-89.452468403,False,1.7686004273504274,17.52215224360565
134,44.54742976,-89.04897716,True,,
135,44.68790727,-89.278660505,True,,
136,44.219902514210524,-89.58060428052632,False,4.972982258482259,17.0585510866135
137,43.171135789999994,-90.06941671666668,False,0.9101934523809532,16.1805305939727
138,44.05610055666667,-89.49293526999999,True,,
139,44.06430615,-89.81317583111111,False,2.7373511904761902,15.595217061130398
140,44.149420975,-89.281635575,True,,
141,44.10707598230769,-89.58785507615386,False,3.284131493506493,17.6111682950463
142,44.20094191142857,-90.02238723571429,False,2.3976648351648353,18.550277665122703
143,43.92120165071429,-89.661730375,False,2.03420537795538,17.88915347784825
144,43.76343008333333,-89.715718092,True,,
145,44.2468273125,-89.71906016,False,2.08712121212121,18.0947781347649
146,44.549646683999995,-89.497820958,True,,
147,43.871547289999995,-89.92991499777777,False,3.375,17.5365789661573
148,44.18445953944445,-89.5671082061111,False,4.077651515151515,16.3365839675505
149,44.017528088333336,-89.92565109499999,True,,
150,43.31049960666667,-89.81105894,False,3.32738095238095,16.9404576857516
151,44.222342435,-89.1481831875,False,1.46590909090909,19.2564475096863
152,43.70145549307692,-89.7230841023077,False,3.13392857142857,16.3700045307107
153,44.063546364000004,-89.342984718,False,2.375,19.4649170129521
154,43.17521382076923,-90.00054239307693,False,4.267956349206347,18.738268598021847
155,44.26543540111111,-89.61087610999999,False,4.791666666666665,16.7043513028203
156,44.37519217333334,-89.563923535,False,5.1780303030303045,16.55232121959625
157,44.622487250000006,-89.44610075000001,True,,
158,44.05118247384615,-89.59471530692306,False,3.032158119658117,17.871877466776567
159,44.17312913,-89.46535312750001,False,2.6427641802641784,16.276097101374067
160,44.08975954,-89.50957496000001,True,,
161,44.222469812499995,-89.39097815178572,False,3.4650641025641025,17.4679413658951
162,44.321161285,-89.25574262,False,3.240384615384615,17.340655393152
163,44.138828407,-89.446760363,False,4.975170662670663,17.035060795223423
164,43.965005447500005,-89.28975218,False,2.041666666666665,18.1151155822961
165,43.941190060714284,-89.61387161928572,False,3.73076923076923,17.5883677231405
166,43.830788240833336,-89.89104272416667,True,,
167,44.04064965777778,-89.87916086777778,True,,
168,44.081940579999994,-89.842505545,True,,
169,44.11484879384615,-89.62400327461539,False,4.433103146853149,17.89844871335576
170,43.605336434,-89.65695890800001,True,,
171,44.05504694416666,-89.62930291916666,False,2.359718406593408,17.16385839573525
172,44.07750007333333,-89.586351978,False,3.0964285714285698,17.0075970963424
173,44.43865039,-89.29635392,False,3.5230769230769203,16.3181154516504
174,44.155955445,-89.52734757625,False,1.560416666666665,17.7917731592478
175,44.263841936,-89.58671458333333,True,,
176,44.184793055,-89.51118644499999,False,3.7832829670329664,16.7976547202358
177,44.00280472,-89.78784218125,False,1.349358974358975,16.1777232039916
178,44.180801031818184,-89.65012294272728,True,,
179,43.922487568,-89.437031246,False,2.6480654761904767,14.902794549930967
180,44.143869756,-90.03609983999999,False,3.458333333333335,19.439263224884
181,44.311909438,-89.951772026,True,,
182,43.84839793545455,-89.71698770272727,False,2.1302655677655675,18.03533405564955
183,44.196666894,-89.62335060266668,False,4.324727355977355,17.329152075877
184,44.11075238666666,-89.76285634666668,False,1.7530303030303016,17.8612103606341
185,43.90328741,-89.806010845,True,,
186,43.2110613075,-90.16296486,False,1.988636363636365,17.0680378428342
187,43.88826667642858,-89.69156950571428,False,3.227272727272725,16.8043802801584
188,44.67182601666667,-89.46340400333334,False,5.749937562437553,17.08039686447865
189,44.044563464999996,-90.089899195,True,,
190,44.2810983475,-89.19072489625,False,2.060275835275837,18.2642216313194
191,43.965381571,-89.643113143,True,,
192,44.00986996666666,-89.33567038,False,3.6522435897435903,17.6580977121738
193,44.27192959,-89.52120224555556,False,5.128052503052504,16.430600913395168
194,44.561134155000005,-89.005928275,False,4.1818181818181825,17.2457493430052
195,43.77956301333333,-89.78783314166667,False,2.3870993589743583,17.81496036666515
196,43.80719433076923,-89.70287841000001,False,3.4566735347985373,17.17171763935515
197,44.15165154,-89.90305256,True,,
198,43.93474298545454,-89.68215764545454,False,1.416666666666665,14.4052924083067
199,44.150446216086955,-89.55292574,False,4.812719502719501,17.790028950236778
